FiD,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
103,370587,7344750,3.646704912,-0.011569655,27.54376793,13.00906944,251.3460693,2,20,1
154,379303,7352812,4.3637743,1.54E-05,26.98565483,20.04534149,359.5057983,2,30,1
71,377535,7354577,4.330665,-2.076418,38.292133,33.576714,10.92065,2,90,0
39,373513,7348431,6.265678883,-3.722457886,19.26741982,70.69706726,312.8509216,65,90,0
126,373367,7347570,2.954426289,-0.007107184,27.52337074,53.852108,148.6078949,2,90,1
171,377584.7938,7354582.006,4.157443047,0.003729326,38.0387764,45.69155884,323.5971985,2,90,1
149,375682,7348815,4.025218964,-0.003749314,28.18175507,20.49674416,131.1707153,2,20,1
112,371944,7346264,3.070170879,-0.009595905,24.89753914,17.95346451,200.9335632,2,90,1
26,373849,7347497,3.537432909,-1.403884888,29.53916168,76.07926941,118.9155808,2,20,0
140,373418,7348474,3.687173843,0.000300057,26.60417175,35.62966919,307.3996887,65,20,1
19,372397,7346531,5.893746853,0.240068436,4.43172264,11.5393362,218.1842346,2,90,0
2,367437,7344359,7.43385458,-0.110180035,0.55263114,0.424701,56.64986801,65,90,0
172,377715.4625,7354614.55,3.366520405,0.002565578,34.61306,55.50190735,324.7636719,65,90,1
100,369756,7344020,3.450329542,-0.00430832,32.40345001,31.98293114,3.8386848,2,20,1
89,380895,7356054,10.61004353,-6.071723938,16.1496048,102.1782074,106.8495026,65,90,0
106,371091,7345232,6.278617859,0.000968354,23.33914185,14.64774036,89.30664825,2,90,1
130,373697,7347730,4.432211399,-0.008130639,30.72761917,151.2314453,157.1707916,65,90,1
29,371924,7347739,6.000363827,-2.322069883,18.32883453,3.490035057,324.2427368,2,30,0
105,366577,7345230,5.38303566,-0.01942778,22.46250534,8.757501602,106.2530823,65,90,1
148,375221,7348759,5.168181896,-0.011900878,21.73439217,36.08774567,117.8452606,2,90,1
44,373971,7347674,7.412867546,-2.674758911,13.73749161,30.22187042,117.6558762,65,20,0
5,371074,7345161,2.884592295,1.585762024,27.275774,18.96406174,110.4406128,2,90,0
111,372569,7346250,5.78269577,-0.010979613,20.30931282,9.144705772,306.6059265,2,30,1
137,373302,7348245,5.868116856,-0.009845519,15.79193497,34.97568131,316.737854,65,20,1
194,379331.1667,7356869.344,5.457664013,0.004764464,27.09522057,20.93483734,334.6312561,65,90,1
25,373124,7347397,3.737849474,2.108955383,23.31726837,59.54042053,132.675354,2,90,0
198,380401,7357501,5.076711655,-0.009964942,10.60371113,2.376335144,347.4897461,65,20,1
123,372051,7347313,3.471626997,-0.000173854,31.85390091,155.1803741,323.2820435,65,20,1
160,379188,7353226,5.616835117,-0.004016908,6.2254343,8.013238907,52.27470779,65,30,1
191,381050,7356277,5.047700405,0.006975551,32.71705627,91.51044464,107.8471451,65,90,1
156,376851,7353049,4.611409187,-0.018365832,26.42233276,8.162531853,88.6470108,2,30,1
10,370846,7345662,3.690126896,0.8950634,24.32150078,14.64162731,260.3583984,2,20,0
17,371802,7346446,8.223959923,0.127884865,9.0260458,15.00871563,290.7144165,2,90,0
182,380097,7355650,5.31922245,-0.000952505,23.78263664,210.0299683,353.9156799,65,90,1
153,379634,7352698,7.075948238,-0.018902203,16.03279495,5.506398201,115.2185288,2,30,1
125,373849,7347447,4.856287003,-0.014100105,28.57059479,52.26003647,139.2436371,2,20,1
115,372083,7346335,3.346848726,0.002410404,35.1417923,59.77449799,130.4406128,2,90,1
30,372536,7347778,3.593137264,-2.776438713,27.83785248,10.09765816,55.90599442,65,30,0
20,372439,7346614,4.466092587,-1.425378799,33.0083847,29.1691227,222.1036987,2,90,0
22,371658,7347261,6.955163002,-0.485826373,6.55280113,1.682722569,261.6474609,2,30,0
74,377719,7354727,6.138019085,-0.168142319,4.62933826,2.07923317,316.7239685,65,90,0
144,374231,7347807,5.3970294,-0.010983014,19.92059517,12.2870779,129.376709,2,30,1
82,380427,7355606,3.665853262,0.810974121,24.80533218,190.190155,93.69637299,65,90,0
92,381050,7356327,6.855506897,-1.695121765,26.33382797,100.9626617,112.1491699,65,90,0
43,373978,7347631,7.742543697,-2.57648468,15.98596096,28.12756729,64.20932007,65,20,0
94,378948,7356630,11.21203613,-0.024054319,0.11142863,0.007065612,122.6411438,65,90,0
47,374437,7348112,4.547893047,0.922210693,26.31533051,74.48931885,144.7269135,2,90,0
97,379740,7357290,9.329791069,-0.205263019,2.09242487,0.579845667,337.3836975,65,90,0
96,380392,7357242,3.733321905,2.240745544,22.72119141,85.26066589,78.49642944,65,90,0
161,376611,7353297,4.381351471,-0.008427303,26.58053398,9.982554436,322.3036499,2,20,1
46,374080,7347906,5.027803421,-2.697914124,25.68171692,69.56747437,174.0230255,65,90,0
62,376611,7353347,5.133321285,-0.143160105,5.90293121,3.826044559,285.7879944,2,20,0
136,373158,7348156,4.617191315,-0.008527162,21.56494331,30.23019981,322.1996765,65,30,1
93,381007,7356433,7.546995163,-0.079223633,11.41908646,112.0280457,78.4673233,2,90,0
145,374080,7347856,6.540839672,8.86E-05,26.80047989,49.94193268,180.6449738,65,90,1
38,373302,7348295,10.82209778,-0.353557587,4.16568708,31.65627289,247.1243896,65,30,0
60,376797,7353233,3.176754951,0.639434814,22.75285149,42.38173676,63.62828445,2,90,0
142,373978,7347581,4.305000782,-0.011585555,34.0210762,35.62447357,91.68804932,2,20,1
95,379331,7356919,5.378844261,-0.400396585,5.17857504,4.289060116,323.5174255,65,90,0
86,378847,7355854,10.17802334,-0.001499176,2.54839993,4.998891354,276.8909912,2,90,0
146,374437,7348062,4.703872681,-0.021236008,19.92075348,55.11418152,100.8986054,2,90,1
36,373085,7348153,6.099165,-1.05937,18.608961,9.881152,310.600555,65,30,0
15,371838,7346364,3.594605446,-2.213628769,45.11554718,23.69755173,239.6860962,2,90,0
80,381065,7355336,4.5224576,0.792518616,27.07195473,40.1242485,174.3672943,65,90,0
108,370469,7345465,4.96600914,-0.015565236,15.58041096,7.683497429,344.0715332,2,30,1
124,373124,7347347,3.638765812,0.00560837,27.73070717,42.28518677,148.5493164,2,90,1
132,372941,7347998,3.60954833,-0.012105102,15.14378834,6.60908699,298.9131775,65,30,1
33,372941,7348048,5.08784914,-0.360596299,6.3902173,1.912816286,295.6198425,65,30,0
143,373971,7347624,3.755076647,-0.01724563,35.06731796,34.82037735,59.18134689,65,20,1
104,371074,7345111,6.68855381,-0.010575908,29.80139923,15.33096314,71.88104248,2,20,1
90,379108,7356082,1.527882218,4.383504391,59.33514786,20.12855911,336.2199402,65,90,0
187,379331,7355938,3.669877291,0.012879906,27.00302887,185.1747437,226.2173462,65,90,1
118,372397,7346481,4.300268173,-0.001069298,7.72497845,9.947507858,236.2792969,2,90,1
48,375215,7348799,4.552728176,-1.471740723,21.64686203,40.14634705,96.90977478,2,90,0
87,381307,7355874,5.977623463,-0.306499481,8.14730167,34.98916245,273.4715881,65,90,0
83,380097,7355700,3.642751932,0.338607788,25.42253685,190.0013275,345.8353577,65,90,0
114,371838,7346314,4.372004986,-0.014974081,14.17195129,7.846756935,233.3674011,2,90,1
139,373334,7348443,3.419426918,-0.011403331,18.12388802,19.7640419,305.9782715,65,30,1
188,380895,7356004,3.012065887,0.000458784,26.19254303,119.2698059,22.16379929,65,90,1
129,372536,7347728,5.244135857,-0.00908362,34.45750427,25.57762909,60.7914505,65,30,1
63,376766,7353594,4.765813828,-0.132299423,35.17250443,20.83642769,246.4335938,2,90,0
14,372173,7346356,4.612767696,-1.292186737,35.9107933,27.6517086,139.4697418,2,90,0
56,377535,7352920,2.490931988,3.588855743,37.54866028,46.34577179,199.3864746,65,90,0
91,379289,7356211,3.64473176,6.102455139,51.02077484,136.4439545,200.1990204,65,90,0
190,379289,7356161,12.44157791,-0.586256087,1.94106269,4.999742985,327.4280396,65,90,1
107,366716,7345368,4.903971195,-0.009722091,30.68343925,9.783023834,163.2244263,65,90,1
175,380188,7355077,4.31979847,-0.01537165,33.86004257,25.91223908,277.4851379,65,90,1
197,380389,7357243,3.866227627,0.006108769,22.72119141,85.26066589,78.49642944,65,90,1
16,372083,7346385,3.735799551,0.925857544,33.83110809,82.29673767,125.5325012,2,90,0
164,377247,7353988,5.888437748,-0.011307991,14.00481987,6.933695793,318.743042,65,90,1
120,371946,7347138,5.297915936,0.001492768,35.00283051,123.956543,280.4334717,2,90,1
31,373697,7347780,3.932378054,0.80267334,10.42583942,170.1165771,275.990387,65,90,0
98,380389,7357293,4.98538208,0.803764343,14.33131504,72.59642029,0.4920975,65,90,0
55,379303,7352862,6.390163898,-0.721268415,7.99081755,2.343923092,1.92876899,2,30,0
162,376766,7353544,5.475946426,-0.010493105,14.09963989,7.578491211,231.5319824,2,90,1
167,377400,7354452,4.801277161,-0.021547571,22.34081459,9.369758606,282.587616,2,90,1
122,373638,7347284,3.219949245,-0.007090582,21.7802124,14.48589325,232.7196961,2,90,1
196,379740.3229,7357240.187,6.682012081,-0.008087832,11.33861351,5.026316166,0.30454123,65,90,1
117,371843,7346480,4.025763035,-0.008107572,28.1687851,29.66653061,282.0887146,2,90,1
128,371923.9063,7347689.031,3.276497602,0.005552585,37.06031418,24.20172119,298.2260742,2,30,1
73,377715,7354665,3.137434721,-1.410758018,38.03850937,17.10736465,338.7383728,65,90,0
32,372376,7347882,11.87437058,-0.367658615,7.71264267,16.30958176,5.48927307,65,30,0
6,366577,7345280,4.526659012,0.27960968,38.49277115,15.59451103,102.5518036,65,20,0
81,380230,7355452,5.040492058,-0.254745483,17.1109581,206.8324585,167.3883972,65,90,0
67,377383,7354429,5.427235127,-2.526473522,16.74593163,7.277559757,285.7605591,2,90,0
37,373158,7348206,4.685165405,-0.15007782,9.03025627,23.2393322,279.0025024,65,30,0
9,370469,7345515,7.01761961,0.339878559,0.52982676,4.999957085,330.7868347,2,30,0
131,372376,7347832,4.464550495,0.00322865,24.72109985,30.01114845,317.0439758,65,30,1
12,372569,7346300,8.029216766,-0.653183818,5.57779408,1.160548329,330.5311279,2,30,0
176,380573,7355121,4.956262589,0.004380087,26.23144722,135.140625,359.4183655,65,90,1
54,379634,7352748,4.083455086,-0.43176651,18.34191704,15.26077461,118.6298828,2,30,0
138,373513.4115,7348380.505,4.140251637,0.002085091,43.68532944,95.91963959,309.282959,65,90,1
178,380692,7355273,5.383821011,0.017677456,28.84728241,102.1309357,340.6282349,65,90,1
189,379107.6353,7356031.792,5.45425272,0.000719685,18.8932991,64.99707031,310.6597595,65,90,1
68,377400,7354502,6.515333176,-0.615436077,9.92401409,6.401544094,273.0092773,2,90,0
134,373085,7348103,3.150353909,-0.004177365,23.18883133,29.56752968,328.9649658,65,30,1
181,380427,7355556,5.458826065,-0.004488463,27.06823921,169.9176025,172.7722015,65,90,1
158,379144,7353157,7.022772789,-0.024067197,14.01349735,10.54997253,144.7627258,65,30,1
183,379676,7355706,5.676669598,0.001681753,25.6173439,190.3757629,245.0981598,65,90,1
76,380188,7355127,2.045413733,1.920921326,77.82732391,116.8213959,152.8547516,65,90,0
59,379144,7353207,4.285825253,-0.055926323,13.29591274,17.36973572,69.26075745,65,30,0
