FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
121,371658,7347211,7.58067131,-0.010924788,11.79544353,2.482979774,271.4399719,2,30,1
87,381307,7355974,5.428262234,0.058475494,6.555425167,46.28185654,149.5097046,65,90,0
18,371843,7346630,3.102432728,5.775215149,23.02545357,84.01687622,221.9455719,2,20,0
161,376611,7353297,4.381351471,-0.008427303,26.58053398,9.982554436,322.3036499,2,20,1
183,379676,7355706,5.676669598,0.001681753,25.6173439,190.3757629,245.0981598,65,90,1
135,373085,7348103,3.785868,3.785868,24.407747,29.56753,327.68576,65,30,1
83,380097,7355800,3.973186255,1.614456177,35.0865097,189.6559753,147.9565735,65,90,0
8,366716,7345518,2.982359886,2.888757706,26.26033974,34.0104599,26.58163261,65,120,0
139,373334,7348443,3.419426918,-0.011403331,18.12388802,19.7640419,305.9782715,65,30,1
184,381355,7355736,3.58451438,0.007190312,29.03040504,26.77646637,204.0003815,2,90,1
52,375217,7349238,5.432893276,0.360946655,14.33726406,191.673645,136.5144806,65,90,0
180,380230,7355402,5.344609737,0.000538481,13.42476082,189.9815979,180.9011688,65,90,1
193,378948,7356580,3.619275093,-0.017792666,15.0950098,2.292150021,326.8956299,2,90,1
13,371944,7346414,3.038947344,5.391067505,23.94997406,93.62680817,254.2101746,2,90,0
147,375215,7348749,3.332907915,-0.008558434,19.64105988,34.96390915,116.8308334,2,90,1
10,370846,7345762,4.715570927,1.398427963,9.973685265,16.22290421,239.677536,2,20,0
188,380895,7356004,3.012065887,0.000458784,26.19254303,119.2698059,22.16379929,65,90,1
45,374231,7347957,9.603778839,-2.050132751,22.99610901,65.31184387,159.7606506,65,90,0
149,375682,7348815,4.025218964,-0.003749314,28.18175507,20.49674416,131.1707153,2,20,1
106,371091,7345232,6.278617859,0.000968354,23.33914185,14.64774036,89.30664825,2,90,1
78,380890,7355323,4.325323105,-1.039188385,27.4227581,45.85096359,49.19563293,2,90,0
140,373418,7348474,3.687173843,0.000300057,26.60417175,35.62966919,307.3996887,65,20,1
64,377099,7354082,8.74342823,-0.3028512,2.549151182,0.79183495,209.6794128,65,90,0
71,377535,7354677,4.635065,0.270115,37.765327,33.576714,15.924801,2,90,0
178,380692,7355273,5.383821011,0.017677456,28.84728241,102.1309357,340.6282349,65,90,1
91,379289,7356311,3.885828733,-0.804718018,36.99626923,182.6497345,248.8477478,65,90,0
96,380392,7357342,3.538040876,1.987289429,15.19178772,59.8240509,336.1995544,65,90,0
112,371944,7346264,3.070170879,-0.009595905,24.89753914,17.95346451,200.9335632,2,90,1
155,377535,7352870,4.24058485,-0.0456273,23.36314964,16.52991867,16.72984314,65,90,1
38,373302,7348395,5.284116745,-0.448385239,16.3314724,24.98583031,354.2934875,65,30,0
107,366716,7345368,4.903971195,-0.009722091,30.68343925,9.783023834,163.2244263,65,90,1
177,380890,7355173,5.186469078,-0.000320228,26.71403694,65.00498962,89.91781616,2,90,1
67,377383,7354529,6.486324787,-0.366266012,8.551154137,5.009459496,269.4695435,2,90,0
126,373367,7347570,2.954426289,-0.007107184,27.52337074,53.852108,148.6078949,2,90,1
79,380692,7355423,5.004756927,-0.295074463,13.93839359,67.43612671,88.39012909,65,90,0
169,377535.0937,7354527.194,2.814144611,0.007810368,30.94521713,68.98222351,17.4091835,2,90,1
132,372941,7347998,3.60954833,-0.012105102,15.14378834,6.60908699,298.9131775,65,30,1
175,380188,7355077,4.31979847,-0.01537165,33.86004257,25.91223907,277.4851379,65,90,1
108,370469,7345465,4.96600914,-0.015565236,15.58041096,7.683497429,344.0715332,2,30,1
120,371946,7347138,5.297915936,0.001492768,35.00283051,123.956543,280.4334717,2,90,1
36,373085,7348253,6.412502,-1.33702,7.478635,8.424144,278.979004,65,30,0
123,372051,7347313,3.471626997,-0.000173854,31.85390091,155.1803741,323.2820435,65,20,1
144,374231,7347807,5.3970294,-0.010983014,19.92059517,12.2870779,129.376709,2,30,1
98,380389,7357393,3.646692038,2.832717896,26.58602905,43.96821213,323.8632507,65,90,0
7,371091,7345382,3.79402709,1.783935547,12.08111095,78.54412842,190.7962189,2,90,0
61,379188,7353376,5.821892262,0.140347481,12.17927074,16.61463547,122.905426,65,20,0
157,376778,7353100,5.418625355,-0.018787326,21.75156975,40.25185776,96.37905884,2,90,1
162,376766,7353544,5.475946426,-0.010493105,14.09963989,7.578491211,231.5319824,2,90,1
3,366952,7344859,4.092556,-3.16648221,16.62420654,5.626670837,352.3660584,65,90,0
194,379331.1667,7356869.344,5.457664013,0.004764464,27.09522057,20.93483734,334.6312561,65,90,1
148,375221,7348759,5.168181896,-0.011900878,21.73439217,36.08774567,117.8452606,2,90,1
23,373638,7347434,6.089132786,-3.914459229,25.03139687,71.62246704,165.2525787,2,20,0
119,372439,7346564,6.534352303,0.002965473,20.69125748,19.49218369,266.3990784,2,90,1
9,370469,7345615,11.19395065,-0.198465467,1.870064855,1.439514637,1.363592386,2,30,0
192,381007,7356383,6.072815895,-0.002748011,7.872956753,115.0125427,89.96906281,65,90,1
154,379303,7352812,4.3637743,1.54E-05,26.98565483,20.04534149,359.5057983,2,30,1
186,381307,7355824,6.148293495,-0.007408384,9.70205307,35.09121323,250.9653015,2,90,1
137,373302,7348245,5.868116856,-0.009845519,15.79193497,34.9756813,316.737854,65,20,1
22,371658,7347361,7.339620113,-0.220323503,1.813704729,0.24989298,329.5641174,2,30,0
4,370587,7344900,5.738784313,-1.304475307,8.048923492,5.687263489,291.711731,2,20,0
30,372536,7347878,5.589574337,0.933006287,2.042462111,5,206.3309174,65,30,0
182,380097,7355650,5.31922245,-0.000952505,23.78263664,210.0299683,353.9156799,65,90,1
143,373971,7347624,3.755076647,-0.01724563,35.06731796,34.82037735,59.18134689,65,20,1
145,374080,7347856,6.540839672,8.86E-05,26.80047989,49.94193268,180.6449738,65,90,1
165,376841,7354165,4.452368736,-0.018912658,19.26595688,5.33796978,266.3388977,2,90,1
152,379591,7352652,4.195761681,-0.01240391,24.31241035,11.28166866,134.1849213,2,30,1
111,372569,7346250,5.78269577,-0.010979613,20.30931282,9.144705772,306.6059265,2,30,1
77,380573,7355271,13.57824135,-46.02259827,1.340709686,5.000000954,239.047821,65,90,0
197,380389,7357243,3.866227627,0.006108769,22.72119141,85.26066589,78.49642944,65,90,1
84,379676,7355856,4.63534689,-1.009002686,28.76698494,210.1833649,10.72377777,65,90,0
73,377715,7354765,6.750031471,-0.150557369,2.512620687,0.703703523,316.9491272,65,70,0
124,373124,7347347,3.638765812,0.00560837,27.73070717,42.28518677,148.5493164,2,90,1
109,370846,7345612,6.102495193,-0.014795267,15.02801991,8.312385559,244.1455688,2,20,1
25,373124,7347497,3.929436207,1.957969666,20.42539787,94.41484833,148.3050385,2,90,0
101,367437,7344309,6.841595173,-0.017730555,23.18181992,5.089533329,45.19527435,65,90,1
160,379188,7353226,5.616835117,-0.004016908,6.225434303,8.013238907,52.27470779,65,30,1
12,372569,7346400,4.763344765,-0.203305244,25.29182243,9.590540886,168.69664,2,90,0
167,377400,7354452,4.801277161,-0.021547571,22.34081459,9.369758606,282.587616,2,90,1
43,373978,7347731,3.147411346,2.936271667,22.10712051,44.23129272,164.7448883,65,20,0
21,371946,7347288,3.364767551,-1.023986816,32.8358345,120.5995636,303.7640686,2,20,0
90,379108,7356182,3.767751932,0.677894592,24.60303497,77.73931885,239.6561737,65,90,0
168,377410,7354452,4.031870842,-0.019764321,35.36120224,14.52309227,284.9174194,2,90,1
58,376778,7353250,5.209353447,2.839542389,27.99704742,46.6035347,50.70739365,2,90,0
54,379634,7352848,4.526351452,-0.115644455,26.78162575,30.02860832,89.9616394,2,30,0
11,370946,7346172,6.815273762,0.008285522,0.541878879,5.105601311,25.18034935,2,30,0
146,374437,7348062,4.703872681,-0.021236008,19.92075348,55.11418152,100.8986053,2,90,1
69,377410,7354602,8.14393,-0.312239,2.661131,0.825409,17.625776,2,90,0
37,373158,7348306,5.168259144,0.186311722,8.719333649,26.55399513,252.674469,65,30,0
19,372397,7346631,6.365934849,-2.527921677,24.06034279,30.92774963,155.7655029,2,90,0
50,375682,7348965,3.84480381,0.523561478,20.61448669,24.38155174,126.2380371,2,90,0
56,377535,7353020,5.009492874,-2.846218109,17.05439949,55.54317093,248.3106842,2,90,0
103,370587,7344750,3.646704912,-0.011569655,27.54376793,13.00906944,251.3460693,2,20,1
76,380188,7355227,3.696622849,1.636703491,23.91857529,189.7054443,13.3448658,65,90,0
59,379144,7353307,7.772278309,-0.986008644,13.12882233,12.34955692,98.18933868,65,20,0
114,371838,7346314,4.372004986,-0.014974081,14.17195129,7.846756935,233.3674011,2,90,1
198,380401,7357501,5.076711655,-0.009964942,10.60371113,2.376335144,347.4897461,65,20,1
80,381065,7355436,4.592012882,0.514717102,20.53151512,74.85702515,103.7699509,2,90,0
97,379740,7357390,11.62514496,-0.00112229,0.004432333,0.00020172,128.2247314,65,70,0
65,377247,7354138,5.787070274,-0.652767658,6.048943043,5.765616417,250.9343109,2,90,0
40,373334,7348593,6.079863071,0.043894291,1.223915219,5.158634186,331.6846619,65,20,0
105,366577,7345230,5.38303566,-0.01942778,22.46250534,8.757501602,106.2530823,65,90,1
