FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
133,373058,7348081,3.599532127,-0.005735134,28.6667614,30.54110527,323.7924194,65,30,1
92,370654.4122,7352005.542,12.71737289,-5.90E-05,0.048105992,3.250000954,329.6847839,2,90,0
183,379676,7355706,5.676669598,0.001681753,25.6173439,190.3757629,245.0981598,65,90,1
63,383503.8958,7360180.189,5.48245573,-0.004370285,31.95862389,129.1654358,324.6016846,65,90,0
17,370496.5192,7351084.42,10.95223522,-2.00E-05,0.250936568,3.262362242,252.6839142,2,90,0
130,373697,7347730,4.432211399,-0.008130639,30.72761917,151.2314453,157.1707916,65,90,1
127,371933.4667,7347634.588,6.283392906,0.000619404,33.16337967,47.53638458,295.7649231,2,30,1
29,371554.8546,7352308.12,8.8695364,4.78E-06,0.161123827,2.899912357,298.2431946,2,90,0
192,381007,7356383,6.072815895,-0.002748011,7.872956753,115.0125427,89.96906281,65,90,1
179,381065,7355286,5.470358849,-0.019511081,22.82974434,10.28103828,175.213913,2,90,1
48,382866.8625,7360582.525,9.619409561,0.000225205,0.989455402,0.729532123,255.1668243,2,70,0
195,380392,7357192,4.276698589,-6.15E-05,34.77697372,87.62624359,85.4450531,65,90,1
88,369066.9091,7350058.205,11.55068111,-3.16E-07,0.071723722,4.161866188,3.531594515,2,30,0
181,380427,7355556,5.458826065,-0.004488463,27.06823921,169.9176025,172.7722015,65,90,1
110,370946.0334,7346022.025,4.132582664,-0.000184477,43.90483093,46.62856293,316.640686,2,30,1
53,383051.2669,7360414.885,7.812508583,-0.001415613,2.130941868,0.476999342,358.0261536,2,20,0
9,369338.9648,7350191.449,13.17653465,2.07E-06,0.039077498,3.999774933,0.137948886,2,30,0
21,370397.3002,7351547.442,10.71237278,-1.50E-05,0.165860251,3.172302961,274.1238709,2,90,0
118,372397,7346481,4.300268173,-0.001069298,7.724978447,9.947507858,236.2792969,2,90,1
142,373978,7347581,4.305000782,-0.011585555,34.0210762,35.62447357,91.68804932,2,20,1
50,382699.2222,7360314.301,9.475520134,4.19E-05,0.483435869,2.374828339,51.21723175,2,40,0
20,370694.9571,7351812.026,8.225840569,3.14E-05,0.153349906,3.536715746,250.5435791,2,90,0
36,372547.0441,7353829.477,10.85832882,1.31E-05,0.044103015,1.159529209,142.5577698,2,40,0
47,383051.2669,7360649.582,8.796983719,2.02E-05,0.606349885,2.036452532,325.535614,2,70,0
84,384174.4571,7357967.336,5.186314,-0.013513163,12.62281704,2.244841576,101.7226563,2,120,0
102,366952,7344709,9.032745361,-0.018978221,12.92823887,1.446991682,80.87528229,65,90,1
129,372536,7347728,5.244135857,-0.00908362,34.45750427,25.57762909,60.7914505,65,30,1
94,372538.2493,7352788.71,10.62786579,1.37E-05,0.249901041,2.277403831,51.36071777,2,60,0
3,368214.4834,7349232.333,10.10935211,-1.12E-05,0.116589427,3.426429272,200.2547302,2,130,0
23,371025.6869,7351481.296,8.718323708,-6.24E-05,0.468556643,3.317000628,171.4967651,2,90,0
104,371074,7345111,6.68855381,-0.010575908,29.80139923,15.33096313,71.88104248,2,20,1
112,371944,7346264,3.070170879,-0.009595905,24.89753914,17.95346451,200.9335632,2,90,1
85,384006.8168,7358235.561,5.676232,-0.000869919,2.819541,0.893717289,125.348907,65,120,0
120,371946,7347138,5.297915936,0.001492768,35.00283051,123.956543,280.4334717,2,90,1
16,370066.5704,7351051.347,9.509352684,8.42E-06,0.339898378,3.855336666,42.70451355,2,90,0
114,371838,7346314,4.372004986,-0.014974081,14.17195129,7.846756935,233.3674011,2,90,1
109,370846,7345612,6.102495193,-0.014795267,15.02801991,8.312385559,244.1455688,2,20,1
31,372315.5332,7352241.974,10.34140587,5.75E-06,0.147908077,4.080825806,340.3527832,2,90,0
73,383738.5922,7359325.223,3.211867094,0.0052228,38.85586166,71.68556976,108.0689087,65,90,0
22,370761.103,7351349.004,9.133490562,8.55E-05,0.123745218,4.20819664,241.6128845,2,90,0
156,376851,7353049,4.611409187,-0.018365832,26.42233276,8.162531853,88.6470108,2,30,1
151,375217.0664,7349087.651,4.725493431,-0.002023813,31.82554626,129.6764374,160.8343506,65,90,1
52,382850.0985,7360314.301,7.785490036,0.000115621,0.238190815,1.877180815,259.6035767,2,40,0
89,369299.7429,7350502.706,13.18339348,1.46E-06,0.070074387,3.690033436,345.567627,2,30,0
43,372017.8764,7352738.069,8.559035301,-4.34E-05,0.329682887,2.868486881,53.35361481,2,40,0
155,377535,7352870,4.24058485,-0.0456273,23.36314964,16.52991867,16.72984314,65,90,1
113,372173,7346306,6.538524628,-0.013330503,20.64135742,8.205113411,124.8851013,2,90,1
99,368410.7411,7349402.037,11.22678089,-2.78E-05,0.114415042,3.77918601,160.7092438,2,130,0
138,373513.4115,7348380.505,4.140251637,0.002085091,43.68532944,95.91963959,309.282959,65,90,1
168,377410,7354452,4.031870842,-0.019764321,35.36120224,14.52309227,284.9174194,2,90,1
56,383705.0642,7360414.885,5.275301933,-0.003302125,29.37105179,121.0182419,332.8343506,65,90,0
34,372414.7522,7353101.872,13.35178471,5.74E-06,0.111141391,1.599439025,309.6746826,2,60,0
83,383738.5922,7358654.662,4.085239887,-0.003539075,45.26083755,37.62038422,180.3175812,65,90,0
187,379331,7355938,3.669877291,0.012879906,27.00302887,185.1747437,226.2173462,65,90,1
165,376841,7354165,4.452368736,-0.018912658,19.26595688,5.33796978,266.3388977,2,90,1
160,379188,7353226,5.616835117,-0.004016908,6.225434303,8.013238907,52.27470779,65,30,1
87,368664.7416,7349846.538,9.893478394,6.30E-05,0.231487766,4.251508713,49.92101669,2,130,0
69,383369.7835,7360046.076,4.279305935,-0.004469765,22.56624985,102.5292587,300.5046387,65,90,0
152,379591,7352652,4.195761681,-0.01240391,24.31241035,11.28166866,134.1849213,2,30,1
182,380097,7355650,5.31922245,-0.000952505,23.78263664,210.0299683,353.9156799,65,90,1
81,383353.0195,7360364.593,5.630872726,-0.018109912,29.84165764,8.39104557,332.5415649,65,90,0
2,368379.8483,7348835.457,14.81098175,-4.88E-06,0.056956798,2.989571333,106.9236298,2,70,0
59,384073.8729,7359660.504,4.664035797,-0.013770711,33.42415619,35.743927,0.501045585,65,90,0
162,376766,7353544,5.475946426,-0.010493105,14.09963989,7.578491211,231.5319824,2,90,1
143,373971,7347624,3.755076647,-0.01724563,35.06731796,34.82037735,59.18134689,65,20,1
134,373085,7348103,3.150353909,-0.004177365,23.18883133,29.56752968,328.9649658,65,30,1
