FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
193,378948,7356580,3.619275093,-0.017792666,15.0950098,2.292150021,326.8956299,2,90,1
89,378649.4311,7347708.849,8.480203629,0.000110136,0.81811589,2.168284893,77.40684509,65,30,0
163,377099,7353932,9.01970768,-0.006065866,6.186596394,1.136379004,318.3579712,2,90,1
133,373058,7348081,3.599532127,-0.005735134,28.6667614,30.54110527,323.7924194,65,30,1
8,374349.9434,7351624.69,7.08953476,0.000317043,1.46383667,2.954944134,315.0067444,2,60,0
166,377383,7354379,4.580520153,-0.011386218,27.13415909,13.50446892,279.2990723,2,90,1
30,378649.4311,7349375.727,15.3959074,-0.000112899,0.756353915,2.644743443,314.1987,2,30,0
86,374713.7462,7352372.139,11.11920166,1.64E-05,0.277621627,2.362540245,108.6041565,2,40,0
145,374080,7347856,6.540839672,8.86E-05,26.80047989,49.94193268,180.6449738,65,90,1
70,374250.7244,7352583.806,15.62168694,-2.67E-06,0.054967228,1.82719183,323.1235657,2,40,0
116,371802,7346396,5.333580971,0.00957334,18.66872025,13.86297798,226.5265198,2,90,1
104,371074,7345111,6.68855381,-0.010575908,29.80139923,15.33096313,71.88104248,2,20,1
124,373124,7347347,3.638765812,0.00560837,27.73070717,42.28518677,148.5493164,2,90,1
155,377535,7352870,4.24058485,-0.0456273,23.36314964,16.52991867,16.72984314,65,90,1
32,378814.796,7347953.589,15.18087769,-0.00071738,0.102187783,0.137553334,296.1972046,65,30,0
147,375215,7348749,3.332907915,-0.008558434,19.64105988,34.96390915,116.8308334,2,90,1
183,379676,7355706,5.676669598,0.001681753,25.6173439,190.3757629,245.0981598,65,90,1
112,371944,7346264,3.070170879,-0.009595905,24.89753914,17.95346451,200.9335632,2,90,1
150,375711,7348857,5.155329227,0.006003553,24.77268982,17.39791679,113.4725494,2,20,1
157,376778,7353100,5.418625355,-0.018787326,21.75156975,40.25185776,96.37905884,2,90,1
125,373849,7347447,4.856287003,-0.014100105,28.57059479,52.26003647,139.2436371,2,20,1
102,366952,7344709,9.032745361,-0.018978221,12.92823887,1.446991682,80.87528229,65,90,1
23,382981.9919,7357313.243,6.154506207,-0.002927895,28.90797806,155.7066956,145.5288849,65,90,0
187,379331,7355938,3.669877291,0.012879906,27.00302887,185.1747437,226.2173462,65,90,1
85,374019.2135,7351842.972,11.97540092,-4.41E-05,0.163120762,1.920011759,319.7267456,2,40,0
57,369984.3096,7348482.756,20.49302483,2.39E-05,0.194616109,2.95600605,32.62414932,2,30,0
97,378591.9281,7348656.969,8.346754074,3.51E-05,0.543525636,3.001574755,284.0479431,2,20,0
105,366577,7345230,5.38303566,-0.01942778,22.46250534,8.757501602,106.2530823,65,90,1
152,379591,7352652,4.195761681,-0.01240391,24.31241035,11.28166866,134.1849213,2,30,1
75,382386.6782,7357412.462,8.371599197,0.003529608,14.65046978,144.9671326,165.4850159,65,90,0
24,380468.4452,7350103.333,4.268506527,0.011262576,15.64507484,143.3059387,162.1529846,65,90,0
34,377789.5336,7347159.837,7.705983162,-0.000308642,1.031501651,2.445097446,346.993866,2,30,0
11,374449.1623,7353311.412,14.93725586,-5.77E-06,0.251878351,1.624312878,179.0885162,2,60,0
92,377681.7596,7346773.132,15.44114876,-0.000725414,0.278112888,0.501330614,241.1550903,2,30,0
101,367437,7344309,6.841595173,-0.017730555,23.18181992,5.089533329,45.19527435,65,90,1
15,375011.403,7354799.696,12.32171917,2.21E-07,0.178634137,1.855999231,250.5916748,2,70,0
62,371968.6886,7349706.457,10.97569466,-1.27E-05,0.09804818,3.768948793,7.370405674,2,90,0
100,369756,7344020,3.450329542,-0.00430832,32.40345001,31.98293114,3.838684797,2,20,1
91,377321.9256,7346963.632,15.42011642,-3.67E-05,0.24585706,0.236643732,89.32870483,2,30,0
48,365850.1868,7343455.663,6.263551235,-0.00277985,29.74110603,176.0084686,251.6287689,65,90,0
127,371933.4667,7347634.588,6.283392906,0.000619404,33.16337967,47.53638458,295.7649231,2,30,1
12,374978.33,7353344.485,10.40565777,3.17E-05,0.19071883,3.078249455,182.4809265,2,110,0
98,378210.9274,7349376.637,15.30762959,-0.000146611,0.176487014,0.922206521,267.2974854,2,30,0
170,377535.0937,7354527.194,4.304924,4.304924,28.372442,68.982224,17.409184,2,90,1
159,376797,7353183,5.254999638,-0.001757329,27.57062721,44.77903366,100.0996017,2,90,1
99,378549.5947,7349884.638,8.626292229,-0.000108329,0.821924508,2.854744434,120.6698151,2,30,0
137,373302,7348245,5.868116856,-0.009845519,15.79193497,34.9756813,316.737854,65,20,1
182,380097,7355650,5.31922245,-0.000952505,23.78263664,210.0299683,353.9156799,65,90,1
51,368859.8282,7346002.283,10.46092796,-1.96E-05,0.08202906,1.868598223,356.6213684,2,30,0
19,382386.6782,7358437.724,5.922606468,-0.003701963,25.73767853,129.7494812,90.25226593,65,90,0
121,371658,7347211,7.58067131,-0.010924788,11.79544353,2.482979774,271.4399719,2,30,1
58,370381.1854,7348449.683,14.46033192,-1.83E-05,0.150036141,2.766459227,45.14929962,2,30,0
26,379112.4529,7350070.26,7.83335495,-0.009138367,2.649191141,1.431468368,345.8761902,2,20,0
22,382618.1891,7357081.732,6.305068016,0.001851847,14.34764957,107.7946777,113.0532837,2,90,0
17,381989.8024,7358867.673,2.586392641,0.002220323,36.97652435,47.00176239,290.8380127,65,90,0
130,373697,7347730,4.432211399,-0.008130639,30.72761917,151.2314453,157.1707916,65,90,1
39,378384.8473,7348978.851,7.598317623,0.000818728,0.574421644,3.631651163,135.8039398,2,20,0
13,374581.4542,7354171.31,11.37049007,1.03E-05,0.198199034,2.57993269,353.618866,2,40,0
173,377719,7354677,4.891144753,-0.018088762,16.72619629,6.98177433,334.005188,2,90,1
136,373158,7348156,4.617191315,-0.008527162,21.56494331,30.23019981,322.1996765,65,30,1
161,376611,7353297,4.381351471,-0.008427303,26.58053398,9.982554436,322.3036499,2,20,1
55,369752.7988,7347490.567,7.728711128,0.000361168,0.756279767,4.003798962,188.5449219,2,20,0
171,377584.7938,7354582.006,4.157443047,0.003729326,38.0387764,45.69155884,323.5971985,2,90,1
106,371091,7345232,6.278617859,0.000968354,23.33914185,14.64774036,89.30664825,2,90,1
154,379303,7352812,4.3637743,1.54E-05,26.98565483,20.04534149,359.5057983,2,30,1
115,372083,7346335,3.346848726,0.002410404,35.1417923,59.77449799,130.4406128,2,90,1
190,379289,7356161,12.44157791,-0.586256087,1.941062689,4.999742985,327.4280396,65,90,1
16,375507.4978,7354898.915,11.76993561,-1.39E-06,0.146222889,2.754271984,169.0402374,2,70,0
29,378285.6283,7349871.822,9.47719574,-2.87E-05,0.421023041,2.301735878,221.3804169,2,30,0
61,371439.5209,7349838.749,11.36077309,-6.78E-06,0.053370148,3.757750034,298.4096985,2,90,0
128,371923.9063,7347689.031,3.276497602,0.005552585,37.06031418,24.20172119,298.2260742,2,30,1
77,379542.4017,7350235.625,4.678308964,-0.006289365,36.63366699,13.21397018,125.9512939,2,30,0
94,377872.26,7347471.633,7.485053539,0.00012751,0.964906931,4.192836761,100.2228546,2,30,0
31,378914.015,7348581.975,7.636929989,-0.00033745,0.828967214,5.225946426,178.4732056,2,30,0
49,365651.7489,7343720.247,3.89454484,-0.012636367,31.40738297,84.81690216,282.3218079,2,90,0
144,374231,7347807,5.3970294,-0.010983014,19.92059517,12.2870779,129.376709,2,30,1
122,373638,7347284,3.219949245,-0.007090582,21.7802124,14.48589325,232.719696,2,90,1
2,370348.1124,7348945.778,10.19201756,2.74E-06,0.193208456,3.242078304,120.8249283,2,30,0
191,381050,7356277,5.047700405,0.006975551,32.71705627,91.51044464,107.8471451,65,90,1
160,379188,7353226,5.616835117,-0.004016908,6.225434303,8.013238907,52.27470779,65,30,1
177,380890,7355173,5.186469078,-0.000320228,26.71403694,65.00498962,89.91781616,2,90,1
198,380401,7357501,5.076711655,-0.009964942,10.60371113,2.376335144,347.4897461,65,20,1
108,370469,7345465,4.96600914,-0.015565236,15.58041096,7.683497429,344.0715332,2,30,1
110,370946.0334,7346022.025,4.132582664,-0.000184477,43.90483093,46.62856293,316.640686,2,30,1
167,377400,7354452,4.801277161,-0.021547571,22.34081459,9.369758606,282.587616,2,90,1
1,369785.8717,7348052.808,14.80863857,7.68E-06,0.105692647,1.924176335,58.60428238,2,40,0
88,374482.2353,7353728.132,10.34616852,7.62E-06,0.128806278,3.112788677,227.0914459,2,110,0
18,381824.4375,7358338.505,4.549077988,-0.007290533,27.87203979,95.58889008,311.7396851,65,90,0
185,378847,7355804,5.607791901,-0.021314397,18.2745018,7.478470325,296.5407104,65,90,1
188,380895,7356004,3.012065887,0.000458784,26.19254303,119.2698059,22.16379929,65,90,1
9,374184.5785,7352186.931,10.87681293,-3.47E-05,0.148559764,1.894877195,280.8298035,2,40,0
146,374437,7348062,4.703872681,-0.021236008,19.92075348,55.11418152,100.8986053,2,90,1
186,381307,7355824,6.148293495,-0.007408384,9.70205307,35.09121323,250.9653015,2,90,1
184,381355,7355736,3.58451438,0.007190312,29.03040504,26.77646637,204.0003815,2,90,1
5,372200.1995,7350235.625,11.02103615,4.95E-05,0.529886842,3.62305665,295.8030701,2,90,0
192,381007,7356383,6.072815895,-0.002748011,7.872956753,115.0125427,89.96906281,65,90,1
180,380230,7355402,5.344609737,0.000538481,13.42476082,189.9815979,180.9011688,65,90,1
142,373978,7347581,4.305000782,-0.011585555,34.0210762,35.62447357,91.68804932,2,20,1
38,378417.9203,7348350.465,11.97540092,-0.00019543,0.549311459,1.569974542,125.6386337,2,90,0
95,378337.9276,7347979.634,9.492762566,0.000104237,0.08639694,2.786145926,298.2639771,2,30,0
139,373334,7348443,3.419426918,-0.011403331,18.12388802,19.7640419,305.9782715,65,30,1
59,370844.2072,7348912.705,12.29636002,2.53E-06,0.112550452,3.31142807,234.3009644,2,20,0
44,366710.0843,7342827.276,8.102091789,0.003212077,27.38269806,75.82711792,246.5758362,2,90,0
148,375221,7348759,5.168181896,-0.011900878,21.73439217,36.08774567,117.8452606,2,90,1
149,375682,7348815,4.025218964,-0.003749314,28.18175507,20.49674416,131.1707153,2,20,1
132,372941,7347998,3.60954833,-0.012105102,15.14378834,6.60908699,298.9131775,65,30,1
138,373513.4115,7348380.505,4.140251637,0.002085091,43.68532944,95.91963959,309.282959,65,90,1
56,370149.6745,7347920.516,9.161177635,-0.000125838,0.361092567,2.760629177,314.9639282,2,20,0
40,378847.869,7348945.778,15.16721439,-0.000497559,0.681852877,4.092609406,115.2673798,2,30,0
87,374416.0893,7353000.526,10.87678909,-2.82E-06,0.08610028,1.138485432,34.12617874,2,40,0
195,380392,7357192,4.276698589,-6.15E-05,34.77697372,87.62624359,85.4450531,65,90,1
179,381065,7355286,5.470358849,-0.019511081,22.82974434,10.28103828,175.213913,2,90,1
164,377247,7353988,5.888437748,-0.011307991,14.00481987,6.933695793,318.743042,65,90,1
54,369256.704,7347424.421,8.579839706,0.000110316,0.430523843,2.224882841,61.78678513,2,130,0
83,372795.5132,7350255.468,9.727150917,5.39E-06,0.102515846,4.536297798,281.4976196,2,90,0
169,377535.0937,7354527.194,2.814144611,0.007810368,30.94521713,68.98222351,17.4091835,2,90,1
6,373093.17,7350467.135,10.04268074,5.03E-05,0.49849537,3.940709591,112.1550903,2,20,0
197,380389,7357243,3.866227627,0.006108769,22.72119141,85.26066589,78.49642944,65,90,1
53,369388.9959,7346895.253,11.5699358,-2.39E-05,0.09379071,1.35033679,143.1352081,2,90,0
33,377458.8038,7346630.669,10.87681293,-7.62E-05,0.278466552,0.773916662,279.2216797,2,30,0
111,372569,7346250,5.78269577,-0.010979613,20.30931282,9.144705772,306.6059265,2,30,1
3,371538.7398,7349408.8,9.122906685,7.37E-05,0.250123054,4.444725037,224.5036926,2,90,0
156,376851,7353049,4.611409187,-0.018365832,26.42233276,8.162531853,88.6470108,2,30,1
81,371274.156,7349309.581,16.90029526,-4.40E-05,0.106919765,3.437930584,205.1569977,2,90,0
68,373754.6297,7351657.763,14.05480862,-0.000419502,0.054979485,0,180.5787354,2,60,0
172,377715.4625,7354614.55,3.366520405,0.002565578,34.61306,55.50190735,324.7636719,65,90,1
76,382188.2403,7358173.14,5.132064343,0.006420764,27.98582649,194.6468658,134.5899658,65,90,0
103,370587,7344750,3.646704912,-0.011569655,27.54376793,13.00906944,251.3460693,2,20,1
109,370846,7345612,6.102495193,-0.014795267,15.02801991,8.312385559,244.1455688,2,20,1
21,382684.335,7357743.192,3.03726697,0.033345867,43.8105011,183.2739563,131.2554932,65,90,0
25,379939.2775,7349971.041,11.97548389,0.000144022,0.087179415,4.994998932,80.84205627,65,30,0
4,370943.4261,7349805.676,12.21141434,2.40E-06,0.071238555,3.604680061,253.7611847,2,90,0
72,374746.8192,7353708.288,8.959779739,2.55E-05,0.073609672,3.506785393,245.096344,2,110,0
96,378147.4272,7348593.469,11.56996059,-9.59E-06,0.317595601,1.897002697,350.4580688,2,90,0
78,378120.2634,7348152.027,8.779226303,0.000266122,0.087616965,2.796700001,27.083004,2,90,0
131,372376,7347832,4.464550495,0.00322865,24.72109985,30.01114845,317.0439758,65,30,1
181,380427,7355556,5.458826065,-0.004488463,27.06823921,169.9176025,172.7722015,65,90,1
69,374581.4542,7352021.566,9.571750641,1.99E-05,0.119751908,3.280385017,358.3968811,2,70,0
66,373490.0458,7350698.646,9.611820221,7.21E-05,0.153398037,3.538351774,120.399704,2,40,0
143,373971,7347624,3.755076647,-0.01724563,35.06731796,34.82037735,59.18134689,65,20,1
118,372397,7346481,4.300268173,-0.001069298,7.724978447,9.947507858,236.2792969,2,90,1
7,373622.3377,7351194.741,6.103946686,-5.55E-05,15.00720406,10.02332783,271.9607239,2,60,0
84,373853.8486,7350983.074,14.70545387,-0.001364077,2.035659313,0.661388278,128.8966675,2,40,0
71,374746.8192,7353046.828,10.87678909,-5.84E-06,0.237661734,1.109362602,290.2765503,2,70,0
50,368429.8794,7345737.699,10.59397984,9.63E-05,0.01436152,3.413834572,230.8338776,2,20,0
10,374614.5272,7352649.952,16.11856079,1.10E-05,0.229361743,2.305378914,334.0350952,2,40,0
80,379575.4747,7349871.822,11.12177181,-2.47E-05,0.186389193,5.180420876,0.254154652,2,30,0
129,372536,7347728,5.244135857,-0.00908362,34.45750427,25.57762909,60.7914505,65,30,1
178,380692,7355273,5.383821011,0.017677456,28.84728241,102.1309357,340.6282349,65,90,1
64,372597.0753,7350500.208,11.49783802,4.70E-05,0.180316195,4.026127338,320.6338806,2,90,0
67,374085.3595,7351293.96,11.21824551,0.000345347,0.988667428,2.283951521,284.7059937,2,40,0
45,366379.3545,7343091.86,8.822035789,0.00027374,19.41246605,42.36172485,206.4861298,2,90,0
27,379310.8908,7349574.165,10.82417107,-1.88E-05,0.114087842,6.253810406,18.52931786,2,90,0
189,379107.6353,7356031.792,5.45425272,0.000719685,18.8932991,64.99707031,310.6597595,65,90,1
113,372173,7346306,6.538524628,-0.013330503,20.64135742,8.205113411,124.8851013,2,90,1
90,378252.5553,7350189.322,7.546032429,-3.76E-06,0.302634627,3.385062695,247.0926514,2,30,0
114,371838,7346314,4.372004986,-0.014974081,14.17195129,7.846756935,233.3674011,2,90,1
120,371946,7347138,5.297915936,0.001492768,35.00283051,123.956543,280.4334717,2,90,1
42,369653.5798,7342198.89,3.486013174,-0.002550494,17.02601433,80.15700531,21.58777046,2,90,0
47,365684.8219,7342959.568,6.783034325,0.007488651,7.103103638,179.2116394,275.7817993,2,90,0
36,378351.7743,7347259.056,3.772493124,0.002502319,24.6973877,52.64742279,329.2079773,65,30,0
46,365949.4057,7343025.714,4.386798859,-0.000112166,36.73874283,124.3701248,127.5774231,2,90,0
162,376766,7353544,5.475946426,-0.010493105,14.09963989,7.578491211,231.5319824,2,90,1
28,378583.2852,7350235.625,7.143290043,-2.34E-05,0.452712119,5.295362473,201.7693634,2,30,0
74,375176.7679,7354468.966,10.4419508,2.21E-05,0.267521203,2.105383396,264.7963257,2,40,0
153,379634,7352698,7.075948238,-0.018902203,16.03279495,5.506398201,115.2185287,2,30,1
134,373085,7348103,3.150353909,-0.004177365,23.18883133,29.56752968,328.9649658,65,30,1
20,382221.3133,7357809.338,6.002810478,0.0010669,1.415951848,157.5153961,23.12045097,65,90,0
107,366716,7345368,4.903971195,-0.009722091,30.68343925,9.783023834,163.2244263,65,90,1
63,372497.8563,7350004.114,6.527148247,-0.000351365,1.676193714,4.554931164,225.072876,2,90,0
