FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
17,371802,7346596,4.037582397,0.875171661,35.20689392,62.99367142,168.558197,2,20,0
22,371658,7347411,13.76718426,-0.070740253,0.495583415,0.05969879,170.4186707,2,30,0
80,381065,7355486,3.577987432,1.506462097,15.60603809,79.6917572,115.1434708,2,90,0
39,373513,7348581,3.775180578,-0.296424866,24.63898659,17.35998535,320.2378845,65,90,0
193,379331.1667,7356869.344,5.457664013,0.004764464,27.09522057,20.93483734,334.6312561,65,90,1
48,375215,7348949,4.601577282,1.213020325,16.75598717,72.11172485,147.9878235,2,90,0
37,373158,7348356,4.985483646,1.338815689,11.59030151,30.00622368,265.0956726,65,30,0
29,371924,7347889,15.46167374,-0.012091279,0.419171572,0.359056294,108.7742462,2,90,0
130,372376,7347832,4.464550495,0.00322865,24.72109985,30.01114845,317.0439758,65,30,1
119,371946,7347138,5.297915936,0.001492768,35.00283051,123.956543,280.4334717,2,90,1
179,380230,7355402,5.344609737,0.000538481,13.42476082,189.9815979,180.9011688,65,90,1
23,373638,7347484,3.731672049,1.423210144,25.59702301,97.23810577,202.7449646,65,20,0
18,371843,7346680,6.619160175,-1.746841431,22.47541428,90.60494232,246.4982758,2,20,0
128,372536,7347728,5.244135857,-0.00908362,34.45750427,25.57762909,60.7914505,65,30,1
164,376841,7354165,4.452368736,-0.018912658,19.26595688,5.33796978,266.3388977,2,90,1
170,377584.7938,7354582.006,4.157443047,0.003729326,38.0387764,45.69155884,323.5971985,2,90,1
127,371923.9063,7347689.031,3.276497602,0.005552585,37.06031418,24.20172119,298.2260742,2,30,1
63,376766,7353744,13.92135239,-0.420473695,2.479919672,0.344166577,27.15628243,2,90,0
102,370587,7344750,3.646704912,-0.011569655,27.54376793,13.00906944,251.3460693,2,20,1
98,380389,7357443,4.080431938,1.840503693,34.05896378,24.94026375,317.7893982,65,90,0
43,373978,7347781,6.069568157,-0.408233643,15.50724506,57.8844986,143.4232178,65,90,0
150,375217.0664,7349087.651,4.725493431,-0.002023813,31.82554626,129.6764374,160.8343506,65,90,1
131,372941,7347998,3.60954833,-0.012105102,15.14378834,6.60908699,298.9131775,65,30,1
86,378847,7356004,4.68296051,-1.916436195,20.30766678,10.20561123,268.2190857,65,90,0
28,371933,7347835,11.97542477,-0.014204741,0.384422839,0.11770919,122.0338211,2,30,0
138,373334,7348443,3.419426918,-0.011403331,18.12388802,19.7640419,305.9782715,65,30,1
53,379591,7352852,3.653070688,0.977527618,14.5266819,51.81603622,65.70482636,2,20,0
52,375217,7349288,3.206333637,1.575119019,39.01083374,214.2233734,146.5525818,65,90,0
95,379331,7357069,7.974154472,0.034379721,0.591693401,2.310698748,310.7442627,2,40,0
103,371074,7345111,6.68855381,-0.010575908,29.80139923,15.33096313,71.88104248,2,20,1
195,379740.3229,7357240.187,6.682012081,-0.008087832,11.33861351,5.026316166,0.30454123,65,90,1
74,377719,7354877,10.87681293,-0.021132503,0.091176137,0.037955612,273.3475342,2,70,0
192,378948,7356580,3.619275093,-0.017792666,15.0950098,2.292150021,326.8956299,2,90,1
15,371838,7346514,9.987062454,-1.111888886,12.47393513,25.05110931,251.9839935,2,90,0
190,381050,7356277,5.047700405,0.006975551,32.71705627,91.51044464,107.8471451,65,90,1
24,372051,7347513,4.401626587,1.489753723,26.11849976,117.3251572,317.7703552,65,20,0
129,373697,7347730,4.432211399,-0.008130639,30.72761917,151.2314453,157.1707916,65,90,1
101,366952,7344709,9.032745361,-0.018978221,12.92823887,1.446991682,80.87528229,65,90,1
140,373481,7348487,7.144595146,-0.006549432,15.43968296,34.91998672,347.2944641,65,90,1
125,373367,7347570,2.954426289,-0.007107184,27.52337074,53.852108,148.6078949,2,90,1
73,377715,7354815,11.56995487,-0.060402088,0.30465737,0.025866762,295.1682129,65,70,0
162,377099,7353932,9.01970768,-0.006065866,6.186596394,1.136379004,318.3579712,2,90,1
79,380692,7355473,6.029391766,0.21446228,12.22292233,70.05595398,93.99050903,65,90,0
61,379188,7353426,4.571791649,-0.972356796,22.468853,24.97266388,133.5570679,65,90,0
173,380247,7355075,3.111852407,0.009216893,65.80791473,183.3863068,335.5787048,65,90,1
38,373302,7348445,3.585449934,3.212319374,15.49560547,14.29476166,336.0537109,65,30,0
181,380097,7355650,5.31922245,-0.000952505,23.78263664,210.0299683,353.9156799,65,90,1
108,370846,7345612,6.102495193,-0.014795267,15.02801991,8.312385559,244.1455688,2,20,1
123,373124,7347347,3.638765812,0.00560837,27.73070717,42.28518677,148.5493164,2,90,1
197,380401,7357501,5.076711655,-0.009964942,10.60371113,2.376335144,347.4897461,65,20,1
114,372083,7346335,3.346848726,0.002410404,35.1417923,59.77449799,130.4406128,2,90,1
58,376778,7353300,5.412602901,-1.368600845,17.33842278,23.42332077,28.59719658,2,90,0
50,375682,7349015,5.535620213,0.107902527,13.31279945,29.98587418,89.07678986,2,90,0
139,373418,7348474,3.687173843,0.000300057,26.60417175,35.62966919,307.3996887,65,20,1
187,380895,7356004,3.012065887,0.000458784,26.19254303,119.2698059,22.16379929,65,90,1
180,380427,7355556,5.458826065,-0.004488463,27.06823921,169.9176025,172.7722015,65,90,1
165,377383,7354379,4.580520153,-0.011386218,27.13415909,13.50446892,279.2990723,2,90,1
143,374231,7347807,5.3970294,-0.010983014,19.92059517,12.2870779,129.376709,2,30,1
92,381050,7356477,4.154006481,-0.384178162,17.43374443,100.0702209,71.81062317,65,90,0
163,377247,7353988,5.888437748,-0.011307991,14.00481987,6.933695793,318.743042,65,90,1
69,377410,7354652,5.512983322,0.147778988,4.612695694,3.610805035,319.1911621,2,70,0
10,370846,7345812,4.483450413,-1.191889763,18.71799278,15.1653471,269.1957703,2,20,0
77,380573,7355321,2.290674448,11.09815979,45.34121704,62.52994156,109.3824539,65,90,0
91,379289,7356361,4.091360092,0.940567017,33.76904297,192.2974854,274.7595215,65,90,0
42,373481,7348687,7.153280258,0.050033093,0.896370113,4.817660332,301.6957397,65,20,0
142,373971,7347624,3.755076647,-0.01724563,35.06731796,34.82037735,59.18134689,65,20,1
175,380573,7355121,4.956262589,0.004380087,26.23144722,135.140625,359.4183655,65,90,1
34,373058,7348281,6.411907673,0.097768307,2.819919109,7.618071079,280.7957459,65,30,0
36,373085,7348303,8.780495,-0.535218,4.044248,8.043699,302.536683,65,30,0
20,372439,7346764,2.890282393,2.86819458,29.05678177,108.8544617,165.7845306,2,90,0
186,379331,7355938,3.669877291,0.012879906,27.00302887,185.1747437,226.2173462,65,90,1
56,377535,7353070,4.114801407,0.29145813,26.09911537,50.21789551,358.8833008,2,90,0
177,380692,7355273,5.383821011,0.017677456,28.84728241,102.1309357,340.6282349,65,90,1
76,380188,7355277,10.0936451,-0.632659912,9.781284332,173.0218506,86.88435364,65,90,0
70,377535,7354727,10.87680626,-0.013473457,0.027904967,0,50.91346741,2,70,0
147,375221,7348759,5.168181896,-0.011900878,21.73439217,36.08774567,117.8452606,2,90,1
154,377535,7352870,4.24058485,-0.0456273,23.36314964,16.52991867,16.72984314,65,90,1
97,379740,7357440,16.43078804,-0.001107332,0.035808176,0.010740006,130.9449158,65,70,0
196,380389,7357243,3.866227627,0.006108769,22.72119141,85.26066589,78.49642944,65,90,1
6,366577,7345430,3.436425209,-0.027702332,32.76494598,40.58907318,309.4334106,65,120,0
185,381307,7355824,6.148293495,-0.007408384,9.70205307,35.09121323,250.9653015,2,90,1
16,372083,7346535,4.575801849,2.672096252,5.879608631,108.1568527,219.0384064,2,90,0
152,379634,7352698,7.075948238,-0.018902203,16.03279495,5.506398201,115.2185287,2,30,1
182,379676,7355706,5.676669598,0.001681753,25.6173439,190.3757629,245.0981598,65,90,1
158,376797,7353183,5.254999638,-0.001757329,27.57062721,44.77903366,100.0996017,2,90,1
4,370587,7344950,5.552583694,-1.756047726,2.787913799,4.568691254,224.8120117,2,90,0
146,375215,7348749,3.332907915,-0.008558434,19.64105988,34.96390915,116.8308334,2,90,1
96,380392,7357392,3.687964678,2.832717896,26.58602905,43.96821213,323.8632507,65,90,0
113,371838,7346314,4.372004986,-0.014974081,14.17195129,7.846756935,233.3674011,2,90,1
90,379108,7356232,6.647381783,-2.846923828,21.26722145,75.4667511,281.28479,65,90,0
159,379188,7353226,5.616835117,-0.004016908,6.225434303,8.013238907,52.27470779,65,30,1
111,371944,7346264,3.070170879,-0.009595905,24.89753914,17.95346451,200.9335632,2,90,1
141,373978,7347581,4.305000782,-0.011585555,34.0210762,35.62447357,91.68804932,2,20,1
149,375711,7348857,5.155329227,0.006003553,24.77268982,17.39791679,113.4725494,2,20,1
188,379107.6353,7356031.792,5.45425272,0.000719685,18.8932991,64.99707031,310.6597595,65,90,1
151,379591,7352652,4.195761681,-0.01240391,24.31241035,11.28166866,134.1849213,2,30,1
66,376841,7354365,8.096529961,0.024864674,0.523544371,1.139858603,119.3398361,2,70,0
136,373302,7348245,5.868116856,-0.009845519,15.79193497,34.9756813,316.737854,65,20,1
118,372439,7346564,6.534352303,0.002965473,20.69125748,19.49218369,266.3990784,2,90,1
7,371091,7345432,6.176766872,-0.046691895,2.37883997,80.57303619,301.3146667,2,90,0
115,371802,7346396,5.333580971,0.00957334,18.66872025,13.86297798,226.5265198,2,90,1
155,376851,7353049,4.611409187,-0.018365832,26.42233276,8.162531853,88.6470108,2,30,1
35,373085,7348303,4.62462616,-0.120447159,5.601266384,8.739322662,302.5366821,65,30,0
144,374080,7347856,6.540839672,8.86E-05,26.80047989,49.94193268,180.6449738,65,90,1
121,373638,7347284,3.219949245,-0.007090582,21.7802124,14.48589325,232.719696,2,90,1
84,379676,7355906,9.133721352,-8.907012939,13.18545151,185.7457275,72.38720703,65,90,0
45,374231,7348007,3.132914543,2.66003418,23.55266953,85.21459961,194.9955902,65,90,0
41,373418,7348674,8.221780777,0.020883083,2.087433577,3.699715614,298.5804749,65,20,0
75,380247,7355275,5.559981346,-3.199768066,17.11402702,165.1743317,6.241374016,65,90,0
100,367437,7344309,6.841595173,-0.017730555,23.18181992,5.089533329,45.19527435,65,90,1
104,366577,7345230,5.38303566,-0.01942778,22.46250534,8.757501602,106.2530823,65,90,1
161,376766,7353544,5.475946426,-0.010493105,14.09963989,7.578491211,231.5319824,2,90,1
94,378948,7356780,7.272430897,0.01179266,0.397868007,1.474438667,202.5672913,2,20,0
126,371933.4667,7347634.588,6.283392906,0.000619404,33.16337967,47.53638458,295.7649231,2,30,1
13,371944,7346464,4.438091278,0.271034241,25.30193329,85.90228271,323.0805054,2,90,0
27,373367,7347770,3.14928937,3.731361389,23.2109108,99.28118896,340.6160278,65,90,0
153,379303,7352812,4.3637743,1.54E-05,26.98565483,20.04534149,359.5057983,2,30,1
3,366952,7344909,10.90989113,-0.141742587,2.566583395,1.404492378,111.4283295,65,90,0
172,377719,7354677,4.891144753,-0.018088762,16.72619629,6.98177433,334.005188,2,90,1
44,373971,7347824,5.028080463,-1.010375977,27.65950584,69.84853363,136.4599915,65,90,0
64,377099,7354132,6.381516457,-0.823696613,16.94387436,7.822109222,165.0913544,65,90,0
176,380890,7355173,5.186469078,-0.000320228,26.71403694,65.00498962,89.91781616,2,90,1
51,375711,7349057,4.730366707,-0.553882599,14.82601357,22.54376984,94.80519104,2,90,0
46,374080,7348056,3.343122721,3.140884399,19.4565506,139.4227448,103.8747559,65,90,0
93,381007,7356583,5.835263729,-0.192268372,29.04358673,80.29573059,359.3261414,65,90,0
25,373124,7347547,4.037835598,-1.353919983,19.42836571,102.4311829,242.1412659,2,90,0
14,372173,7346506,3.210874081,1.299812317,21.95995712,84.55412292,110.8559494,2,90,0
82,380427,7355756,3.254863739,7.572906494,37.65816116,158.0416412,316.1472168,65,90,0
57,376851,7353249,3.344516993,2.894676209,19.43144417,19.4882412,69.93089294,2,90,0
65,377247,7354188,5.400290966,0.002871037,10.23786068,8.075410843,269.285614,65,90,0
5,371074,7345311,4.925211906,2.406974792,33.1648941,44.02638626,167.046524,2,90,0
49,375221,7348959,3.391646147,1.279594421,18.59974289,74.74016571,147.6334381,2,90,0
68,377400,7354652,5.690703869,0.048257589,3.864134073,3.069851398,309.1778564,2,70,0
21,371946,7347338,3.715383768,0.612480164,25.96245766,110.0448761,282.2896729,2,20,0
40,373334,7348643,8.229584694,0.010011196,2.078309536,3.786686182,341.2898254,65,20,0
122,372051,7347313,3.471626997,-0.000173854,31.85390091,155.1803741,323.2820435,65,20,1
189,379289,7356161,12.44157791,-0.586256087,1.941062689,4.999742985,327.4280396,65,90,1
81,380230,7355602,4.82360363,-0.393310547,9.132478714,230.0822296,34.56266785,65,90,0
8,366716,7345568,3.962171,-2.64968729,25.43760109,5.536904335,356.8683472,65,120,0
168,377535.0937,7354527.194,2.814144611,0.007810368,30.94521713,68.98222351,17.4091835,2,90,1
83,380097,7355850,4.337940216,2.210174561,7.442617416,204.1749115,63.24354935,65,90,0
160,376611,7353297,4.381351471,-0.008427303,26.58053398,9.982554436,322.3036499,2,20,1
117,372397,7346481,4.300268173,-0.001069298,7.724978447,9.947507858,236.2792969,2,90,1
60,376797,7353383,4.522119045,-0.075430393,6.285063267,3.153082371,28.57600594,2,90,0
19,372397,7346681,4.859400749,0.006252289,28.49573135,54.95885849,175.4213104,2,90,0
71,377535,7354727,11.569955,0.034304,0.1349,0.00514,46.313087,2,90,0
89,380895,7356204,2.379312038,2.897018433,42.80408859,140.3326111,108.7606125,65,90,0
26,373849,7347647,6.598097324,-0.879646301,16.69141197,82.5004425,93.33059692,65,90,0
178,381065,7355286,5.470358849,-0.019511081,22.82974434,10.28103828,175.213913,2,90,1
88,379331,7356138,1.371374369,-18.46790695,68.52032471,20.65846634,21.51041603,65,90,0
67,377383,7354579,4.54079628,1.116520882,6.087533951,4.970821857,290.7223511,2,90,0
54,379634,7352898,5.073474407,1.547218323,20.58808517,27.7326088,55.93140411,2,30,0
107,370469,7345465,4.96600914,-0.015565236,15.58041096,7.683497429,344.0715332,2,30,1
132,373058,7348081,3.599532127,-0.005735134,28.6667614,30.54110527,323.7924194,65,30,1
9,370469,7345665,15.31946373,0.035631299,0.399169862,1.089481831,286.0327148,2,30,0
169,377535.0937,7354527.194,4.304924,4.304924,28.372442,68.982224,17.409184,2,90,1
87,381307,7356024,5.160523891,-2.031867981,16.01003075,51.40509033,162.2299652,65,90,0
59,379144,7353357,4.225569725,-0.711420059,23.67794037,22.39271927,128.5333099,65,90,0
78,380890,7355373,2.448154926,2.31677103,40.91352844,13.04362297,28.3993969,2,90,0
85,381355,7355936,7.33939743,-0.289783478,6.300224304,41.99700165,276.508728,65,90,0
